,Date,Average Buy Size,", Average Sell Size",Max buy size,Max sell size, Buy volume,sell volume,Total volume traded, EOD Price in USD,Average Liquidity in Pool
14,01-06-20,0.0,32906898.910164975,0.0,32906898.910164975,0.0,32906898.910164975,32906898.910164975,1607.0555760071322,142993.00218046605
15,03-06-20,0.0,18140502.15596416,0.0,18140502.15596416,0.0,18140502.15596416,18140502.15596416,1638.3893452094628,1051311.7056807613
16,07-06-20,140185770.89990413,60947507.11715716,140185770.89990413,60947507.11715716,140185770.89990413,60947507.11715716,201133278.0170613,1183.13298131018,219130.2784210818
17,08-06-20,94205738.54956587,0.0,94205738.54956587,0.0,94205738.54956587,0.0,94205738.54956587,114.06672114845517,241.9158496173408
18,09-06-20,0.0,133374823.06357278,0.0,266749646.12714556,0.0,266749646.12714556,266749646.12714556,293.8608690620919,139698.73378927703
19,10-06-20,184544531.97149625,0.0,184544531.97149625,0.0,184544531.97149625,0.0,184544531.97149625,299.12034665259205,32959.70055901936
20,12-06-20,0.0,71252699.36434072,0.0,71252699.36434072,0.0,71252699.36434072,71252699.36434072,1935.8132582306278,3699859.3545136023
21,13-06-20,0.0,69087155.50223605,0.0,69087155.50223605,0.0,69087155.50223605,69087155.50223605,1287.220116684984,359915.8117629522
22,14-06-20,0.0,21186994.916594848,0.0,21186994.916594848,0.0,21186994.916594848,21186994.916594848,741.5659062837132,19757.43818866461
23,15-06-20,64240106.23273029,56616193.83443222,64240106.23273029,56616193.83443222,64240106.23273029,56616193.83443222,120856300.06716251,1060.8487026109742,619710.9345067188
24,16-06-20,0.0,646077941.9033765,0.0,646077941.9033765,0.0,646077941.9033765,646077941.9033765,644.724674185772,4965274.601714138
25,17-06-20,0.0,48356300.57753281,0.0,96712601.15506563,0.0,96712601.15506563,96712601.15506563,1099.3058648872302,213100.01718731108
26,19-06-20,0.0,53825732.32560774,0.0,201659945.28661028,0.0,161477196.9768232,161477196.9768232,1171.443779778209,2325882.8511396484
27,20-06-20,0.0,7133222.849079844,0.0,68480561.11333595,0.0,14266445.698159687,14266445.698159687,1367.0769005234931,523750.0117288854
28,21-06-20,28795577.35076248,107196090.32942915,28795577.35076248,107196090.32942915,28795577.35076248,107196090.32942915,135991667.68019164,1456.476939185274,1114730.1180390525
29,23-06-20,0.0,108659659.42833434,0.0,108659659.42833434,0.0,108659659.42833434,108659659.42833434,691.8391995105887,1867461.59971777
30,25-06-20,13582290.193009442,291844005.2315601,13582290.193009442,291844005.2315601,13582290.193009442,291844005.2315601,305426295.42456955,573.963190190093,579400.8225157908
31,27-06-20,0.0,180322690.12462416,0.0,180322690.12462416,0.0,180322690.12462416,180322690.12462416,1022.0630112350921,941499.8650736602
32,02-07-20,0.0,43726826.43131246,0.0,43726826.43131246,0.0,43726826.43131246,43726826.43131246,2023.049630361331,442290.0759051912
33,03-07-20,57173047.08638254,148037619.90234706,57173047.08638254,148037619.90234706,57173047.08638254,148037619.90234706,205210666.9887296,1128.9810503378822,1060700.4271815051
34,04-07-20,0.0,9710949.89264057,0.0,86932621.41011888,0.0,29132849.677921712,29132849.677921712,416.01129683003734,458995.68058586406
35,05-07-20,127292665.1167499,0.0,127292665.1167499,0.0,127292665.1167499,0.0,127292665.1167499,1153.5226978425305,1256575.3089650178
36,06-07-20,0.0,43900829.42944176,0.0,43900829.42944176,0.0,43900829.42944176,43900829.42944176,1871.9161570830609,733489.1042744741
37,07-07-20,0.0,21980092.267661575,0.0,21980092.267661575,0.0,21980092.267661575,21980092.267661575,1173.4784076830147,203003.00434158824
38,08-07-20,0.0,84894147.00879455,0.0,84894147.00879455,0.0,84894147.00879455,84894147.00879455,869.6602612399888,7335688.392037735
39,09-07-20,685518612.0030552,0.0,685518612.0030552,0.0,685518612.0030552,0.0,685518612.0030552,782.4323067888644,4573937.2663667
40,10-07-20,0.0,88037127.33318783,0.0,88037127.33318783,0.0,88037127.33318783,88037127.33318783,870.6956285264043,959023.4018445982
41,11-07-20,0.0,205854121.6704756,0.0,205854121.6704756,0.0,205854121.6704756,205854121.6704756,2538.196920934486,1590200.9229607943
42,13-07-20,0.0,125805767.03447033,0.0,251611534.06894067,0.0,251611534.06894067,251611534.06894067,749.3405077643226,647867.7158067148
43,15-07-20,0.0,14755939.217461767,0.0,14755939.217461767,0.0,14755939.217461767,14755939.217461767,1359.483224559267,882.1182252174947
44,16-07-20,0.0,17404300.549477473,0.0,70399960.52328645,0.0,34808601.098954946,34808601.098954946,1481.2806091803782,1115369.6284832105
45,17-07-20,0.0,277619467.2983633,0.0,277619467.2983633,0.0,277619467.2983633,277619467.2983633,1574.0190917829011,1774761.140566099
46,18-07-20,0.0,126060423.75798093,0.0,2425892213.1991014,0.0,378181271.27394277,378181271.27394277,579.7588603902093,2447143.398450853
47,19-07-20,406344941.2743166,0.0,406344941.2743166,0.0,406344941.2743166,0.0,406344941.2743166,1014.1258552347011,1463458.5798855594
48,20-07-20,0.0,36252384.352382526,0.0,36252384.352382526,0.0,36252384.352382526,36252384.352382526,1147.128975500234,1454211.8838804981
49,21-07-20,22668394.83160484,0.0,22668394.83160484,0.0,22668394.83160484,0.0,22668394.83160484,1815.3229253451111,786853.9727795591
50,22-07-20,0.0,16524981.575210024,0.0,16524981.575210024,0.0,16524981.575210024,16524981.575210024,288.1090908033623,255165.24394113486
51,25-07-20,0.0,79600325.82659069,0.0,79600325.82659069,0.0,79600325.82659069,79600325.82659069,568.4745454515175,598056.48814287
